lambda,threshold,L_t_Sample_C,L_t_Sample_R,L_g_Black,L_g_White,L_tilde_t,is_primary_minimizer,is_sample_r_minimizer,is_robustness_minimizer
0.22,6,0.19221138211382116,0.19499584141946216,0.18608225108225107,0.20144254278728607,0.404193496190807,False,False,False
0.22,7,0.22454308943089432,0.22507346825616856,0.22139610389610392,0.22928280358598205,0.47599851514407493,False,False,False
0.22,8,0.25796422764227644,0.25553645688938176,0.2617099567099567,0.2523227383863081,0.5498098766080052,False,False,False
0.22,9,0.29421463414634147,0.28843914610479626,0.30662878787878795,0.2755175224123879,0.6289902161636172,False,False,False
0.22,10,0.33191219512195125,0.32215691710562794,0.3567911255411256,0.294441727791361,0.711226228998229,False,False,False
0.22,11,0.363619512195122,0.35150817854172445,0.40118506493506495,0.30704156479217604,0.78,False,False,False
0.23,1,0.1227788617886179,0.1263501524812864,0.11170183982683983,0.13946210268948656,0.23,False,False,True
0.23,2,0.12031219512195121,0.12313418353202106,0.11155573593073594,0.13350040749796252,0.23330864593910072,True,True,False
0.23,3,0.12983739837398375,0.13374826725810926,0.11929653679653682,0.14571312143439286,0.25904746959875424,False,False,False
0.23,4,0.1453869918699187,0.14888411422234543,0.13699675324675326,0.15802363488182558,0.29627589400789023,False,False,False
0.23,5,0.16748455284552846,0.1706653728860549,0.1609280303030303,0.177359413202934,0.34754019421907006,False,False,False
0.23,6,0.19148780487804878,0.1941433324092043,0.18583333333333332,0.2000040749796251,0.40227230447280976,False,False,False
0.23,7,0.22287967479674797,0.2233324092043249,0.22010822510822511,0.2270537897310513,0.4721726557236809,False,False,False
0.23,8,0.2554178861788618,0.25297477127807044,0.25933982683982687,0.24951100244498775,0.5441864012653148,False,False,False
0.23,9,0.29089918699186995,0.2851677294150263,0.3032873376623377,0.2722412387938061,0.6217814605708387,False,False,False
0.23,10,0.32781951219512195,0.31818131411144995,0.35242153679653676,0.2907660961695192,0.7024125434627932,False,False,False
0.23,11,0.3589577235772358,0.3470016634322151,0.3960416666666667,0.30310513447432763,0.77,False,False,False
0.24,1,0.1281170731707317,0.1318436373717771,0.11655844155844156,0.14552567237163813,0.24,False,False,False
0.24,2,0.1238959349593496,0.1266315497643471,0.11533549783549783,0.13678891605541973,0.23991903837942466,True,True,True
0.24,3,0.13219512195121952,0.13594122539506515,0.12201298701298702,0.14753056234718825,0.26325864466949367,False,False,False
0.24,4,0.14673821138211382,0.15004158580537844,0.1387770562770563,0.1587286063569682,0.29849640913687864,False,False,False
0.24,5,0.16774634146341466,0.17075686165788742,0.16166666666666665,0.17690301548492257,0.3475917211420174,False,False,False
0.24,6,0.19076422764227643,0.19329082339894652,0.1855844155844156,0.19856560717196414,0.40035111275481255,False,False,False
0.24,7,0.22121626016260162,0.22159135015248127,0.21882034632034633,0.22482477587612062,0.46834679630328674,False,False,False
0.24,8,0.25287154471544715,0.25041308566675907,0.25696969696969696,0.24669926650366752,0.5385629259226246,False,False,False
0.24,9,0.2875837398373984,0.28189631272525645,0.2999458874458874,0.2689649551752241,0.6145727049780602,False,False,False
0.24,10,0.3237268292682927,0.314205711117272,0.34805194805194806,0.2870904645476772,0.6935988579273574,False,False,False
0.24,11,0.3542959349593496,0.3424951483227059,0.3908982683982684,0.2991687041564792,0.76,False,False,False
0.25,1,0.13345528455284553,0.13733712226226782,0.1214150432900433,0.15158924205378974,0.25,False,False,False
0.25,2,0.12747967479674796,0.13012891599667314,0.11911525974025974,0.14007742461287692,0.2465294308197486,True,True,True
0.25,3,0.13455284552845528,0.13813418353202106,0.12472943722943723,0.1493480032599837,0.2674698197402331,False,False,False
0.25,4,0.14808943089430895,0.1511990573884114,0.1405573593073593,0.15943357783211085,0.300716924265867,False,False,False
0.25,5,0.1680081300813008,0.17084835042972,0.16240530303030304,0.17644661776691117,0.3476432480649648,False,False,False
0.25,6,0.19004065040650406,0.19243831438868866,0.18533549783549783,0.19712713936430318,0.3984299210368153,False,False,False
0.25,7,0.21955284552845528,0.21985029110063764,0.21753246753246752,0.22259576202118989,0.46452093688289264,False,False,False
0.25,8,0.2503252032520325,0.24785140005544773,0.2545995670995671,0.2438875305623472,0.5329394505799342,False,False,False
0.25,9,0.2842682926829268,0.27862489603548657,0.29660443722943725,0.2656886715566422,0.6073639493852817,False,False,False
0.25,10,0.3196341463414634,0.310230108123094,0.3436823593073593,0.28341483292583536,0.6847851723919216,False,False,False
0.25,11,0.3496341463414634,0.33798863321319655,0.38575487012987014,0.2952322738386308,0.75,False,False,False
0.26,1,0.13879349593495935,0.14283060715275853,0.126271645021645,0.1576528117359413,0.26,False,False,False
0.26,2,0.13106341463414634,0.13362628222899917,0.12289502164502165,0.14336593317033414,0.25313982326007256,True,True,True
0.26,3,0.13691056910569105,0.140327141668977,0.12744588744588745,0.15116544417277916,0.2716809948109725,False,False,False
0.26,4,0.14944065040650406,0.1523565289714444,0.14233766233766232,0.16013854930725346,0.30293743939485535,False,False,False
0.26,5,0.16826991869918698,0.17093983920155253,0.1631439393939394,0.17599022004889975,0.3476947749879122,False,False,False
0.26,6,0.1893170731707317,0.1915858053784308,0.18508658008658008,0.1956886715566422,0.3965087293188181,False,False,False
0.26,7,0.21788943089430893,0.218109232048794,0.21624458874458874,0.22036674816625915,0.4606950774624986,False,False,False
0.26,8,0.2477788617886179,0.2452897144441364,0.25222943722943725,0.24107579462102685,0.5273159752372438,False,False,False
0.26,9,0.2809528455284553,0.2753534793457167,0.29326298701298703,0.2624123879380603,0.6001551937925033,False,False,False
0.26,10,0.3155414634146341,0.30625450512891594,0.33931277056277054,0.2797392013039935,0.6759714868564859,False,False,False
0.26,11,0.3449723577235772,0.3334821181036872,0.3806114718614719,0.2912958435207824,0.74,False,False,False
0.27,1,0.14413170731707317,0.14832409204324923,0.13112824675324677,0.16371638141809292,0.27,False,False,False
0.27,2,0.1346471544715447,0.13712364846132521,0.12667478354978357,0.14665444172779135,0.2597502157003965,True,True,True
0.27,3,0.13926829268292684,0.14252009980593291,0.13016233766233767,0.1529828850855746,0.27589216988171195,False,False,False
0.27,4,0.15079186991869917,0.15351400055447742,0.14411796536796537,0.1608435207823961,0.3051579545238437,False,False,False
0.27,5,0.16853170731707318,0.17103132797338508,0.16388257575757575,0.17553382233088835,0.3477463019108596,False,False,False
0.27,6,0.18859349593495933,0.19073329636817302,0.18483766233766236,0.19425020374898125,0.3945875376008209,False,False,False
0.27,7,0.2162260162601626,0.21636817299695038,0.21495670995670996,0.2181377343113284,0.45686921804210445,False,False,False
0.27,8,0.24523252032520323,0.24272802883282504,0.24985930735930736,0.23826405867970663,0.5216924998945536,False,False,False
0.27,9,0.27763739837398377,0.27208206265594675,0.28992153679653676,0.25913610431947837,0.5929464381997247,False,False,False
0.27,10,0.31144878048780483,0.302278902134738,0.33494318181818183,0.27606356968215157,0.6671578013210501,False,False,False
0.27,11,0.340310569105691,0.328975602994178,0.3754680735930736,0.28735941320293396,0.73,False,False,False
0.28,1,0.14946991869918702,0.15381757693373996,0.1359848484848485,0.16977995110024452,0.28,False,False,False
0.28,2,0.1382308943089431,0.14062101469365124,0.13045454545454546,0.1499429502852486,0.2663606081407205,True,True,True
0.28,3,0.1416260162601626,0.14471305794288883,0.13287878787878787,0.15480032599837001,0.28010334495245137,False,False,False
0.28,4,0.15214308943089433,0.1546714721375104,0.1458982683982684,0.16154849225753873,0.30737846965283205,False,False,False
0.28,5,0.16879349593495935,0.17112281674521765,0.16462121212121214,0.17507742461287695,0.34779782883380694,False,False,False
0.28,6,0.18786991869918698,0.18988078735791517,0.18458874458874458,0.19281173594132028,0.3926663458828237,False,False,False
0.28,7,0.21456260162601626,0.21462711394510672,0.21366883116883115,0.21590872045639772,0.45304335862171036,False,False,False
0.28,8,0.24268617886178862,0.24016634322151373,0.24748917748917745,0.2354523227383863,0.5160690245518632,False,False,False
0.28,9,0.2743219512195122,0.2688106459661769,0.28658008658008655,0.25585982070089647,0.5857376826069464,False,False,False
0.28,10,0.3073560975609756,0.29830329914056003,0.3305735930735931,0.2723879380603097,0.6583441157856142,False,False,False
0.28,11,0.33564878048780483,0.32446908788466866,0.37032467532467533,0.28342298288508555,0.72,False,False,False
0.29,1,0.15480813008130082,0.15931106182423066,0.1408414502164502,0.17584352078239607,0.29,False,False,False
0.29,2,0.14181463414634143,0.14411838092597726,0.13423430735930736,0.15323145884270578,0.2729710005810444,True,True,True
0.29,3,0.14398373983739834,0.14690601607984474,0.13559523809523807,0.15661776691116544,0.2843145200231908,False,False,False
0.29,4,0.15349430894308944,0.15582894372054337,0.1476785714285714,0.16225346373268132,0.3095989847818204,False,False,False
0.29,5,0.16905528455284555,0.17121430551705016,0.16535984848484847,0.17462102689486553,0.34784935575675435,False,False,False
0.29,6,0.1871463414634146,0.1890282783476573,0.18433982683982683,0.19137326813365932,0.3907451541648264,False,False,False
0.29,7,0.2128991869918699,0.2128860548932631,0.21238095238095236,0.21367970660146696,0.4492174992013162,False,False,False
0.29,8,0.24013983739837397,0.23760465761020239,0.2451190476190476,0.232640586797066,0.510445549209173,False,False,False
0.29,9,0.2710065040650406,0.265539229276407,0.28323863636363633,0.2525835370823146,0.5785289270141678,False,False,False
0.29,10,0.3032634146341463,0.294327696146382,0.3262040043290043,0.2687123064384678,0.6495304302501784,False,False,False
0.29,11,0.3309869918699187,0.31996257277515944,0.36518127705627706,0.27948655256723715,0.71,False,False,False
0.3,1,0.16014634146341464,0.16480454671472136,0.14569805194805194,0.18190709046454767,0.3,False,False,False
0.3,2,0.14539837398373984,0.14761574715830328,0.13801406926406926,0.156519967400163,0.27958139302136836,True,True,True
0.3,3,0.14634146341463414,0.14909897421680066,0.1383116883116883,0.15843520782396087,0.2885256950939302,False,False,False
0.3,4,0.15484552845528454,0.15698641530357638,0.14945887445887446,0.16295843520782397,0.3118194999108088,False,False,False
0.3,5,0.1693170731707317,0.17130579428888273,0.16609848484848483,0.1741646291768541,0.3479008826797017,False,False,False
0.3,6,0.18642276422764228,0.18817576933739946,0.18409090909090908,0.18993480032599835,0.3888239624468292,False,False,False
0.3,7,0.21123577235772356,0.21114499584141946,0.21109307359307358,0.21145069274653625,0.44539163978092217,False,False,False
0.3,8,0.23759349593495932,0.23504297199889104,0.24274891774891777,0.22982885085574567,0.5048220738664826,False,False,False
0.3,9,0.2676910569105691,0.26226781258663706,0.27989718614718617,0.24930725346373267,0.5713201714213892,False,False,False
0.3,10,0.29917073170731706,0.29035209315220406,0.3218344155844156,0.2650366748166259,0.6407167447147426,False,False,False
0.3,11,0.3263252032520325,0.3154560576656501,0.36003787878787874,0.27555012224938874,0.7,False,False,False
0.31,1,0.16548455284552846,0.1702980316052121,0.1505546536796537,0.18797066014669925,0.31,False,False,False
0.31,2,0.1489821138211382,0.15111311339062936,0.14179383116883115,0.15980847595762018,0.2861917854616923,False,True,True
0.31,3,0.14869918699186993,0.1512919323537566,0.14102813852813853,0.16025264873675632,0.29273687016466965,True,False,False
0.31,4,0.15619674796747965,0.15814388688660935,0.1512391774891775,0.16366340668296658,0.31404001503979717,False,False,False
0.31,5,0.16957886178861786,0.17139728306071528,0.16683712121212121,0.1737082314588427,0.3479524096026491,False,False,False
0.31,6,0.1856991869918699,0.18732326032714167,0.18384199134199133,0.1884963325183374,0.38690277072883195,False,False,False
0.31,7,0.2095723577235772,0.2094039367895758,0.20980519480519483,0.20922167889160553,0.44156578036052807,False,False,False
0.31,8,0.2350471544715447,0.2324812863875797,0.24037878787878786,0.22701711491442544,0.4991985985237923,False,False,False
0.31,9,0.2643756097560976,0.2589963958968672,0.2765557359307359,0.24603096984515077,0.5641114158286109,False,False,False
0.31,10,0.2950780487804878,0.286376490158026,0.3174648268398268,0.261361043194784,0.6319030591793068,False,False,False
0.31,11,0.3216634146341463,0.31094954255614077,0.35489448051948047,0.27161369193154034,0.69,False,False,False
0.32,1,0.17082276422764225,0.17579151649570282,0.15541125541125542,0.19403422982885088,0.32,False,False,False
0.32,2,0.1525658536585366,0.15461047962295538,0.14557359307359308,0.16309698451507743,0.2928021779020163,False,False,True
0.32,3,0.1510569105691057,0.1534848904907125,0.14374458874458873,0.16207008964955175,0.2969480452354091,True,True,False
0.32,4,0.15754796747967478,0.15930135846964236,0.1530194805194805,0.1643683781581092,0.3162605301687855,False,False,False
0.32,5,0.16984065040650406,0.17148877183254782,0.16757575757575757,0.17325183374083128,0.3480039365255965,False,False,False
0.32,6,0.18497560975609756,0.18647075131688381,0.18359307359307359,0.18705786471067642,0.38498157901083474,False,False,False
0.32,7,0.20790894308943086,0.20766287773773215,0.208517316017316,0.2069926650366748,0.4377399209401339,False,False,False
0.32,8,0.23250081300813005,0.22991960077626836,0.238008658008658,0.2242053789731051,0.4935751231811019,False,False,False
0.32,9,0.26106016260162596,0.25572497920709725,0.2732142857142857,0.24275468622656884,0.5569026602358323,False,False,False
0.32,10,0.29098536585365853,0.28240088716384804,0.3130952380952381,0.2576854115729421,0.623089373643871,False,False,False
0.32,11,0.31700162601626014,0.30644302744663154,0.3497510822510822,0.26767726161369193,0.6799999999999999,False,False,False
0.33,1,0.1761609756097561,0.1812850013861935,0.16026785714285716,0.20009779951100246,0.33,False,False,False
0.33,2,0.15614959349593496,0.1581078458552814,0.14935335497835497,0.16638549307253464,0.29941257034234026,False,False,True
0.33,3,0.15341463414634146,0.15567784862766842,0.14646103896103893,0.1638875305623472,0.3011592203061485,True,True,False
0.33,4,0.15889918699186992,0.16045883005267536,0.15479978354978355,0.16507334963325182,0.3184810452977739,False,False,False
0.33,5,0.17010243902439023,0.17158026060438036,0.16831439393939393,0.17279543602281988,0.3480554634485439,False,False,False
0.33,6,0.18425203252032518,0.185618242306626,0.18334415584415584,0.1856193969030155,0.38306038729283753,False,False,False
0.33,7,0.20624552845528457,0.20592181868588852,0.2072294372294372,0.20476365118174408,0.4339140615197399,False,False,False
0.33,8,0.2299544715447154,0.22735791516495701,0.23563852813852812,0.22139364303178483,0.4879516478384116,False,False,False
0.33,9,0.25774471544715444,0.25245356251732737,0.2698728354978355,0.23947840260798695,0.5496939046430538,False,False,False
0.33,10,0.28689268292682923,0.27842528416967005,0.30872564935064933,0.2540097799511002,0.6142756881084351,False,False,False
0.33,11,0.31233983739837395,0.3019365123371222,0.34460768398268393,0.26374083129584347,0.6699999999999999,False,False,False
0.34,1,0.18149918699186993,0.18677848627668422,0.1651244588744589,0.20616136919315403,0.34,False,False,False
0.34,2,0.15973333333333334,0.16160521208760745,0.1531331168831169,0.16967400162999186,0.3060229627826642,False,False,False
0.34,3,0.15577235772357723,0.15787080676462437,0.1491774891774892,0.16570497147514263,0.3053703953768879,True,True,True
0.34,4,0.16025040650406502,0.16161630163570836,0.1565800865800866,0.16577832110839447,0.32070156042676223,False,False,False
0.34,5,0.17036422764227638,0.17167174937621293,0.1690530303030303,0.17233903830480848,0.3481069903714913,False,False,False
0.34,6,0.18352845528455286,0.18476573329636817,0.18309523809523806,0.18418092909535452,0.38113919557484033,False,False,False
0.34,7,0.2045821138211382,0.2041807596340449,0.20594155844155843,0.20253463732681337,0.43008820209934573,False,False,False
0.34,8,0.22740813008130076,0.22479622955364567,0.23326839826839824,0.21858190709046454,0.4823281724957213,False,False,False
0.34,9,0.25442926829268286,0.2491821458275575,0.2665313852813852,0.236202118989405,0.5424851490502755,False,False,False
0.34,10,0.28279999999999994,0.27444968117549207,0.3043560606060606,0.2503341483292583,0.6054620025729994,False,False,False
0.34,11,0.30767804878048777,0.29742999722761293,0.33946428571428566,0.25980440097799506,0.6599999999999999,False,False,False
0.35,1,0.18683739837398372,0.19227197116717493,0.1699810606060606,0.2122249388753056,0.35,False,False,False
0.35,2,0.1633170731707317,0.16510257831993347,0.15691287878787877,0.17296251018744907,0.31263335522298813,False,False,False
0.35,3,0.15813008130081302,0.16006376490158028,0.1518939393939394,0.16752241238793808,0.30958157044762735,True,True,True
0.35,4,0.16160162601626016,0.16277377321874134,0.1583603896103896,0.16648329258353708,0.3229220755557506,False,False,False
0.35,5,0.17062601626016258,0.17176323814804545,0.16979166666666665,0.17188264058679706,0.3481585172944387,False,False,False
0.35,6,0.18280487804878048,0.18391322428611034,0.18284632034632034,0.18274246128769356,0.3792180038568431,False,False,False
0.35,7,0.20291869918699187,0.2024397005822013,0.20465367965367967,0.20030562347188263,0.4262623426789517,False,False,False
0.35,8,0.2248617886178862,0.22223454394233436,0.23089826839826838,0.21577017114914426,0.47670469715303104,False,False,False
0.35,9,0.2511138211382114,0.24591072913778764,0.26318993506493504,0.23292583537082315,0.535276393457497,False,False,False
0.35,10,0.2787073170731707,0.27047407818131414,0.2999864718614719,0.24665851670741645,0.5966483170375637,False,False,False
0.35,11,0.30301626016260164,0.2929234821181037,0.33432088744588745,0.2558679706601467,0.65,False,False,False
0.36,1,0.19217560975609754,0.19776545605766563,0.17483766233766232,0.21828850855745718,0.36,False,False,False
0.36,2,0.1669008130081301,0.1685999445522595,0.1606926406926407,0.17625101874490626,0.3192437476633121,False,False,False
0.36,3,0.16048780487804878,0.16225672303853617,0.1546103896103896,0.1693398533007335,0.3137927455183668,True,True,True
0.36,4,0.1629528455284553,0.16393124480177432,0.16014069264069264,0.1671882640586797,0.32514259068473894,False,False,False
0.36,5,0.17088780487804878,0.17185472691987802,0.17053030303030303,0.17142624286878566,0.3482100442173861,False,False,False
0.36,6,0.18208130081300813,0.1830607152758525,0.1825974025974026,0.1813039934800326,0.37729681213884597,False,False,False
0.36,7,0.2012552845528455,0.20069864153035763,0.20336580086580086,0.19807660961695192,0.42243648325855765,False,False,False
0.36,8,0.22231544715447155,0.219672858331023,0.22852813852813852,0.21295843520782398,0.4710812218103407,False,False,False
0.36,9,0.24779837398373986,0.24263931244801776,0.2598484848484849,0.22964955175224122,0.5280676378647186,False,False,False
0.36,10,0.27461463414634146,0.2664984751871361,0.29561688311688317,0.2429828850855746,0.5878346315021279,False,False,False
0.36,11,0.29835447154471545,0.28841696700859437,0.3291774891774892,0.2519315403422983,0.64,False,False,False
0.37,1,0.1975138211382114,0.20325894094815636,0.17969426406926406,0.2243520782396088,0.37,False,False,False
0.37,2,0.17048455284552846,0.17209731078458554,0.1644724025974026,0.17953952730236347,0.32585414010363606,False,False,False
0.37,3,0.16284552845528455,0.1644496811754921,0.15732683982683984,0.17115729421352893,0.3180039205891062,True,True,True
0.37,4,0.1643040650406504,0.1650887163848073,0.1619209956709957,0.16789323553382232,0.3273631058137273,False,False,False
0.37,5,0.17114959349593498,0.17194621569171056,0.1712689393939394,0.17096984515077424,0.34826157114033346,False,False,False
0.37,6,0.18135772357723576,0.1822082062655947,0.18234848484848487,0.17986552567237163,0.3753756204208487,False,False,False
0.37,7,0.19959186991869918,0.198957582478514,0.20207792207792208,0.19584759576202118,0.4186106238381635,False,False,False
0.37,8,0.2197691056910569,0.21711117271971167,0.22615800865800867,0.21014669926650367,0.46545774646765037,False,False,False
0.37,9,0.24448292682926828,0.23936789575824785,0.2565070346320346,0.22637326813365932,0.52085888227194,False,False,False
0.37,10,0.27052195121951217,0.26252287219295817,0.2912472943722944,0.2393072534637327,0.5790209459666921,False,False,False
0.37,11,0.29369268292682926,0.28391045189908515,0.32403409090909097,0.2479951100244499,0.63,False,False,False
0.38,1,0.2028520325203252,0.2087524258386471,0.1845508658008658,0.23041564792176042,0.38,False,False,False
0.38,2,0.17406829268292684,0.17559467701691156,0.16825216450216451,0.18282803585982071,0.33246453254395997,False,False,False
0.38,3,0.16520325203252031,0.166642639312448,0.16004329004329004,0.17297473512632439,0.32221509565984563,True,False,True
0.38,4,0.16565528455284553,0.16624618796784033,0.16370129870129868,0.16859820700896497,0.32958362094271565,False,True,False
0.38,5,0.17141138211382112,0.1720377044635431,0.17200757575757575,0.17051344743276284,0.3483130980632808,False,False,False
0.38,6,0.18063414634146344,0.18135569725533685,0.1820995670995671,0.1784270578647107,0.3734544287028515,False,False,False
0.38,7,0.19792845528455286,0.19721652342667037,0.2007900432900433,0.19361858190709047,0.4147847644177694,False,False,False
0.38,8,0.21722276422764228,0.21454948710840033,0.22378787878787879,0.20733496332518336,0.45983427112496006,False,False,False
0.38,9,0.24116747967479676,0.23609647906847797,0.25316558441558445,0.22309698451507742,0.5136501266791615,False,False,False
0.38,10,0.26642926829268293,0.2585472691987801,0.2868777056277056,0.2356316218418908,0.5702072604312564,False,False,False
0.38,11,0.2890308943089431,0.2794039367895758,0.3188906926406926,0.24405867970660144,0.62,False,False,False
0.39,1,0.20819024390243904,0.21424591072913782,0.18940746753246754,0.236479217603912,0.39,False,False,False
0.39,2,0.1776520325203252,0.17909204324923764,0.1720319264069264,0.18611654441727793,0.33907492498428393,False,False,False
0.39,3,0.1675609756097561,0.16883559744940393,0.16275974025974027,0.17479217603911978,0.32642627073058506,False,False,True
0.39,4,0.16700650406504064,0.1674036595508733,0.16548160173160173,0.16930317848410759,0.331804136071704,True,True,False
0.39,5,0.17167317073170732,0.17212919323537565,0.17274621212121213,0.1700570497147514,0.3483646249862282,False,False,False
0.39,6,0.17991056910569106,0.18050318824507902,0.18185064935064935,0.17698859005704973,0.3715332369848543,False,False,False
0.39,7,0.1962650406504065,0.19547546437482674,0.19950216450216451,0.19138956805215976,0.41095890499737525,False,False,False
0.39,8,0.21467642276422763,0.21198780149708898,0.22141774891774893,0.20452322738386308,0.45421079578226975,False,False,False
0.39,9,0.2378520325203252,0.23282506237870806,0.24982413419913418,0.21982070089649555,0.5064413710863831,False,False,False
0.39,10,0.2623365853658537,0.25457166620460214,0.2825081168831169,0.23195599022004887,0.5613935748958205,False,False,False
0.39,11,0.2843691056910569,0.27489742168006653,0.31374729437229437,0.24012224938875304,0.61,False,False,False
0.4,1,0.21352845528455286,0.21973939561962852,0.19426406926406928,0.2425427872860636,0.4,False,False,False
0.4,2,0.1812357723577236,0.18258940948156363,0.17581168831168834,0.18940505297473514,0.3456853174246079,False,False,False
0.4,3,0.16991869918699187,0.17102855558635985,0.16547619047619047,0.17660961695191527,0.3306374458013245,False,False,True
0.4,4,0.16835772357723577,0.1685611311339063,0.16726190476190478,0.1700081499592502,0.33402465120069236,True,True,False
0.4,5,0.17193495934959352,0.17222068200720822,0.1734848484848485,0.16960065199674,0.34841615190917563,False,False,False
0.4,6,0.1791869918699187,0.17965067923482117,0.18160173160173163,0.17555012224938876,0.3696120452668571,False,False,False
0.4,7,0.19460162601626016,0.19373440532298308,0.19821428571428568,0.18916055419722902,0.4071330455769812,False,False,False
0.4,8,0.21213008130081298,0.20942611588577764,0.21904761904761905,0.20171149144254277,0.4485873204395794,False,False,False
0.4,9,0.23453658536585364,0.22955364568893818,0.24648268398268397,0.2165444172779136,0.4992326154936046,False,False,False
0.4,10,0.2582439024390244,0.25059606321042416,0.27813852813852813,0.22828035859820703,0.5525798893603847,False,False,False
0.4,11,0.27970731707317076,0.27039090657055725,0.3086038961038961,0.23618581907090466,0.6,False,False,False
0.41,1,0.21886666666666665,0.2252328805101192,0.199120670995671,0.24860635696821512,0.41,False,False,False
0.41,2,0.18481951219512194,0.18608677571388968,0.1795914502164502,0.19269356153219233,0.35229570986493186,False,False,False
0.41,3,0.17227642276422764,0.17322151372331576,0.1681926406926407,0.1784270578647107,0.33484862087206385,False,False,True
0.41,4,0.1697089430894309,0.16971860271693928,0.16904220779220777,0.17071312143439282,0.3362451663296807,True,True,False
0.41,5,0.17219674796747972,0.17231217077904074,0.17422348484848488,0.16914425427872862,0.34846767883212304,False,False,False
0.41,6,0.17846341463414633,0.17879817022456337,0.18135281385281388,0.1741116544417278,0.3676908535488599,False,False,False
0.41,7,0.19293821138211384,0.19199334627113948,0.19692640692640692,0.1869315403422983,0.40330718615658717,False,False,False
0.41,8,0.2095837398373984,0.20686443027446633,0.21667748917748922,0.1988997555012225,0.44296384509688913,False,False,False
0.41,9,0.23122113821138215,0.22628222899916833,0.2431412337662338,0.21326813365933175,0.4920238599008262,False,False,False
0.41,10,0.25415121951219516,0.24662046021624623,0.2737689393939394,0.22460472697636513,0.5437662038249489,False,False,False
0.41,11,0.27504552845528457,0.26588439146104803,0.3034604978354979,0.23224938875305626,0.5900000000000001,False,False,False
0.42,1,0.22420487804878048,0.23072636540060992,0.20397727272727273,0.2546699266503667,0.42,False,False,False
0.42,2,0.18840325203252034,0.1895841419462157,0.1833712121212121,0.19598207008964955,0.35890610230525577,False,False,False
0.42,3,0.1746341463414634,0.1754144718602717,0.17090909090909093,0.18024449877750615,0.33905979594280333,False,False,False
0.42,4,0.17106016260162601,0.17087607429997229,0.17082251082251082,0.17141809290953547,0.33846568145866907,True,True,True
0.42,5,0.17245853658536586,0.1724036595508733,0.17496212121212124,0.16868785656071722,0.34851920575507045,False,False,False
0.42,6,0.177739837398374,0.17794566121430552,0.1811038961038961,0.17267318663406683,0.3657696618308627,False,False,False
0.42,7,0.1912747967479675,0.19025228721929585,0.19563852813852814,0.1847025264873676,0.399481326736193,False,False,False
0.42,8,0.20703739837398377,0.20430274466315498,0.2143073593073593,0.1960880195599022,0.4373403697541988,False,False,False
0.42,9,0.22790569105691058,0.22301081230939843,0.23979978354978357,0.20999185004074983,0.48481510430804775,False,False,False
0.42,10,0.25005853658536586,0.24264485722206824,0.26939935064935067,0.22092909535452326,0.5349525182895131,False,False,False
0.42,11,0.2703837398373984,0.2613778763515387,0.2983170995670996,0.22831295843520785,0.5800000000000001,False,False,False
0.43,1,0.22954308943089433,0.23621985029110062,0.20883387445887447,0.26073349633251836,0.43,False,False,False
0.43,2,0.19198699186991872,0.1930815081785417,0.18715097402597403,0.19927057864710676,0.3655164947455798,False,False,False
0.43,3,0.1769918699186992,0.17760742999722762,0.17362554112554113,0.18206193969030157,0.3432709710135427,False,False,False
0.43,4,0.17241138211382112,0.17203354588300526,0.17260281385281387,0.17212306438467806,0.3406861965876574,True,True,True
0.43,5,0.17272032520325203,0.17249514832270588,0.17570075757575757,0.1682314588427058,0.3485707326780178,False,False,False
0.43,6,0.17701626016260164,0.1770931522040477,0.18085497835497838,0.1712347188264059,0.3638484701128654,False,False,False
0.43,7,0.18961138211382117,0.18851122816745222,0.19435064935064936,0.18247351263243686,0.3956554673157989,False,False,False
0.43,8,0.20449105691056912,0.20174105905184367,0.21193722943722945,0.1932762836185819,0.4317168944115085,False,False,False
0.43,9,0.22459024390243906,0.21973939561962855,0.23645833333333338,0.2067155664221679,0.4776063487152692,False,False,False
0.43,10,0.2459658536585366,0.23866925422789023,0.2650297619047619,0.21725346373268134,0.5261388327540774,False,False,False
0.43,11,0.26572195121951225,0.2568713612420294,0.29317370129870135,0.22437652811735942,0.5700000000000001,False,False,False
0.44,1,0.23488130081300812,0.24171333518159135,0.21369047619047618,0.26679706601466996,0.44,False,False,False
0.44,2,0.19557073170731706,0.19657887441086777,0.19093073593073595,0.202559087204564,0.3721268871859037,False,False,False
0.44,3,0.17934959349593496,0.17980038813418353,0.17634199134199133,0.183879380603097,0.3474821460842822,False,False,False
0.44,4,0.17376260162601628,0.17319101746603827,0.1743831168831169,0.1728280358598207,0.34290671171664583,False,False,True
0.44,5,0.17298211382113823,0.1725866370945384,0.17643939393939395,0.1677750611246944,0.34862225960096516,True,True,False
0.44,6,0.17629268292682929,0.17624064319378988,0.1806060606060606,0.16979625101874493,0.3619272783948682,False,False,False
0.44,7,0.18794796747967482,0.18677016911560856,0.19306277056277055,0.18024449877750615,0.39182960789540483,False,False,False
0.44,8,0.20194471544715448,0.19917937344053233,0.2095670995670996,0.19046454767726162,0.42609341906881815,False,False,False
0.44,9,0.22127479674796746,0.21646797892985864,0.2331168831168831,0.203439282803586,0.47039759312249074,False,False,False
0.44,10,0.2418731707317073,0.23469365123371225,0.2606601731601732,0.2135778321108395,0.5173251472186415,False,False,False
0.44,11,0.26106016260162607,0.25236484613252014,0.2880303030303031,0.22044009779951101,0.56,False,False,False
